;OV Left System Tunnel Orifice Flow Velocities (ft/s)
#I=-65,-1,1; C:\0_afc_work\Two_Stage_Launch_Vehicle_Multi_Cavity_Prelaunch_Purge_Analysis_using_VISSIM\VISSIM\vent_g4c1_mod_f.vsm C:\0_afc_work\Two_Stage_Launch_Vehicle_Multi_Cavity_Prelaunch_Purge_Analysis_using_VISSIM\VISSIM\vent_g4c1_mod_f.vsm @ Sun Oct 28 15:06:03 2018
-65	0	0	0	0	0	0	0
-64	0	0	-27.992	1236.7	0	0	0
-63	0	0	-24.32	1200.2	0	0	0
-62	0	0	-24.234	1188.5	0	0	0
-61	0	0	-24.134	1184.6	0	0	0
-60	0	0	-24.044	1183.2	0	0	0
-59	0	0	-23.97	1182.7	0	0	0
-58	0	0	-23.91	1182.6	0	0	0
-57	0	0	-23.863	1182.5	0	0	0
-56	0	0	-23.825	1182.5	0	0	0
-55	0	0	-23.794	1182.5	0	0	0
-54	0	0	-23.77	1182.5	0	0	0
-53	0	0	-23.751	1182.5	0	0	0
-52	0	0	-23.736	1182.5	0	0	0
-51	0	0	-23.723	1182.5	0	0	0
-50	0	0	-23.713	1182.5	0	0	0
-49	0	0	-23.705	1182.5	0	0	0
-48	0	0	-23.698	1182.5	0	0	0
-47	0	0	-23.692	1182.5	0	0	0
-46	0	0	-23.688	1182.5	0	0	0
-45	0	0	-23.684	1182.5	0	0	0
-44	0	0	-23.681	1182.5	0	0	0
-43	0	0	-23.678	1182.5	0	0	0
-42	0	0	-23.676	1182.5	0	0	0
-41	0	0	-23.674	1182.5	0	0	0
-40	0	0	-23.672	1182.5	0	0	0
-39	0	0	-23.67	1182.5	0	0	0
-38	0	0	-23.669	1182.5	0	0	0
-37	0	0	-23.668	1182.5	0	0	0
-36	0	0	-23.666	1182.5	0	0	0
-35	0	0	-23.665	1182.5	0	0	0
-34	0	0	-23.664	1182.5	0	0	0
-33	0	0	-23.663	1182.5	0	0	0
-32	0	0	-23.662	1182.5	0	0	0
-31	0	0	-23.661	1182.5	0	0	0
-30	0	0	-23.661	1182.5	0	0	0
-29	0	0	-23.66	1182.5	0	0	0
-28	0	0	-23.659	1182.5	0	0	0
-27	0	0	-23.658	1182.5	0	0	0
-26	0	0	-23.657	1182.5	0	0	0
-25	0	0	-23.657	1182.5	0	0	0
-24	0	0	-23.656	1182.5	0	0	0
-23	0	0	-23.655	1182.5	0	0	0
-22	0	0	-23.654	1182.5	0	0	0
-21	0	0	-23.654	1182.5	0	0	0
-20	0	0	-23.653	1182.5	0	0	0
-19	0	0	-23.652	1182.5	0	0	0
-18	0	0	-23.652	1182.5	0	0	0
-17	0	0	-23.651	1182.5	0	0	0
-16	0	0	-23.65	1182.5	0	0	0
-15	0	0	-23.65	1182.5	0	0	0
-14	0	0	-23.649	1182.5	0	0	0
-13	0	0	-23.648	1182.5	0	0	0
-12	0	0	-23.648	1182.5	0	0	0
-11	0	0	-23.647	1182.5	0	0	0
-10	0	0	-23.646	1182.5	0	0	0
-9	0	0	-23.646	1182.5	0	0	0
-8	0	0	-23.645	1182.5	0	0	0
-7	0	0	-23.645	1182.5	0	0	0
-6	0	0	-23.644	1182.5	0	0	0
-5	0	0	-23.643	1182.5	0	0	0
-4	0	0	-23.643	1182.5	0	0	0
-3	0	0	-23.642	1182.5	0	0	0
-2	0	0	-23.642	1182.5	0	0	0
-1.001	0	0	-36.075	1182.5	0	0	0
