-65	64.95
-60	64.95
-55	64.96
-50	64.97
-45	64.98
-40	64.99
-35	65.01
-30	65.03
-25	65.05
-20	65.07
-15	65.09
-10	65.11
-5	65.13
0	65.16
5	65.22
10	65.41
15	65.84
20	66.52
25	67.48
30	68.71
35	70.17
40	71.83
45	73.65
50	75.60
55	77.70
60	80.00
65	82.60
70	85.66
75	89.25
80	93.41
85	98.16
90	103.49
95	109.35
100	115.72
105	122.55
110	129.80
115	137.40
120	145.29
125	153.39
130.8	161.63
135.8	169.91
140.8	178.03
145.8	185.96
150.8	193.71
155.8	201.28
160.8	208.64
165.8	215.73
170.8	222.49
175.8	228.84
180.8	234.70
185.8	240.03
190.8	244.82
195.8	249.07
200.8	252.79
205.8	256.01
210.8	258.76
215.8	261.07
220.8	262.97
225.8	264.49
230.8	265.68
235.8	266.56
240.8	267.16
245.8	267.51
250.8	267.63
255.8	267.56
260.8	267.31
265.8	266.90
270.8	266.36
275.8	265.70
280.8	264.93
285.8	264.07
290.8	263.13
295.8	262.13
300.8	261.06
305.8	259.95
310.8	258.79
315.8	257.60
320.8	256.38
325.8	255.13
330.8	253.87
335.8	252.61
340.8	251.34
345.8	250.09
350.8	248.87
355.8	247.72
360.8	246.67
365.8	245.74
370.8	244.93
375.8	244.22
380.8	243.58
385.8	242.96
390.8	242.32
395.8	241.65
400.8	240.91
405.8	240.11
410.8	239.23
415.8	238.27
420.8	237.24
425.8	236.13
430.8	234.95
435.8	233.71
440.8	232.41
445.8	231.05
450.8	229.65
455.8	228.22
460.8	226.75
465.8	225.25
470.8	223.73
475.8	222.19
480.8	220.64
485.8	219.09
490.8	217.53
495.8	215.97
500.8	214.41
505.8	212.86
510.8	211.32
515.8	209.79
520.8	208.27
525.8	206.77
530.8	205.28
535.8	203.80
540.8	202.35
545.8	200.91
550.8	199.50
555.8	198.10
560.8	196.72
565.8	195.37
570.8	194.03
575.8	192.72
580.8	191.43
585.8	190.16
590.8	188.91
595.8	187.69
600.8	186.48
605.8	185.30
610.8	184.15
615.8	183.01
620.8	181.90
625.8	180.81
630.8	179.74
635.8	178.69
640.8	177.66
645.8	176.65
650.8	175.67
655.8	174.70
660.8	173.75
665.8	172.82
670.8	171.91
675.8	171.01
680.8	170.14
685.8	169.28
690.8	168.43
694	167.81
709	165.41
724	163.19
739	161.16
754	159.30
769	157.62
784	156.07
799	154.66
814	153.36
829	152.15
844	151.03
859	149.98
874	148.98
889	148.05
904	147.15
919	146.30
934	145.49
949	144.70
964	143.95
979	143.22
994	142.51
1009	141.83
1024	141.17
1039	140.52
1054	139.90
1069	139.29
1084	138.69
1099	138.11
1114	137.55
1129	136.99
1144	136.45
1159	135.93
1174	135.41
1189	134.90
1204	134.41
1219	133.93
1234	133.45
1249	132.99
1264	132.53
1279	132.09
1294	131.65
1309	131.22
1324	130.80
1339	130.39
1354	129.99
1369	129.59
1384	129.20
1399	128.82
1414	128.45
1429	128.08
1444	127.72
1459	127.36
1474	127.02
1489	126.67
1504	126.34
1519	126.01
1534	125.68
1549	125.37
1564	125.05
1579	124.75
1594	124.45
1609	124.15
1624	123.86
1639	123.57
1654	123.29
1669	123.01
1684	122.74
1699	122.47
1714	122.21
1729	121.95
1744	121.70
1759	121.45
1774	121.20
1789	120.96
1804	120.72
1819	120.49
1834	120.26
1849	120.04
1864	119.81
1879	119.60
1894	119.38
1909	119.17
1924	118.96
1939	118.76
1954	118.56
1969	118.36
1984	118.17
1999	117.98
2014	117.79
2029	117.60
2044	117.42
2059	117.24
2074	117.07
2089	116.89
2104	116.72
2119	116.56
2134	116.39
2149	116.23
2164	116.07
2179	115.92
2194	115.76
2209	115.61
2224	115.46
2239	115.32
2254	115.17
2269	115.03
2284	114.89
2299	114.76
2314	114.62
2329	114.49
2344	114.36
2359	114.23
2374	114.11
2389	113.98
2400	113.89
10000	113.9
