    1984.000       121.0772       121.0772       121.0772    
    1999.000       121.0267       121.0267       121.0267    
    2014.000       120.9773       120.9773       120.9773    
    2029.000       120.9292       120.9292       120.9292    
    2044.000       120.8823       120.8823       120.8823    
    2059.000       120.8364       120.8364       120.8364    
    2074.000       120.7917       120.7917       120.7917    
    2089.000       120.7481       120.7481       120.7481    
    2104.000       120.7055       120.7055       120.7055    
    2119.000       120.6640       120.6640       120.6640    
    2134.000       120.6234       120.6234       120.6234    
    2149.000       120.5838       120.5838       120.5838    
    2164.000       120.5452       120.5452       120.5452    
    2179.000       120.5074       120.5074       120.5074    
    2194.000       120.4706       120.4706       120.4706    
    2209.000       120.4346       120.4346       120.4346    
    2224.000       120.3995       120.3995       120.3995    
    2239.000       120.3651       120.3651       120.3651    
    2254.000       120.3318       120.3318       120.3318    
    2269.000       120.2989       120.2989       120.2989    
    2284.000       120.2672       120.2672       120.2672    
    2299.000       120.2358       120.2358       120.2358    
    2314.000       120.2055       120.2055       120.2055    
    2329.000       120.1756       120.1756       120.1756    
    2344.000       120.1467       120.1467       120.1467    
    2359.000       120.1183       120.1183       120.1183    
    2374.000       120.0907       120.0907       120.0907    
    2389.000       120.0635       120.0635       120.0635    
    2400.000       120.0441       120.0441       120.0441    
