;LAP Aft Skirt Orifice Flow Velocities (ft/s)
#I=-65,-1,1; C:\0_afc_work\Two_Stage_Launch_Vehicle_Multi_Cavity_Prelaunch_Purge_Analysis_using_VISSIM\VISSIM\vent_g4c1_mod_f.vsm C:\0_afc_work\Two_Stage_Launch_Vehicle_Multi_Cavity_Prelaunch_Purge_Analysis_using_VISSIM\VISSIM\vent_g4c1_mod_f.vsm @ Sun Oct 28 15:06:03 2018
-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-64	0	0	0	0	0	0	0	0	0	0	-55.658	0	1267.6	-37.534	-22.601	-22.714
-63	0	0	0	0	0	0	0	0	0	0	-55.612	0	1224.9	-37.6	-22.764	-22.823
-62	0	0	0	0	0	0	0	0	0	0	-55.6	0	1204.5	-37.621	-22.809	-22.837
-61	0	0	0	0	0	0	0	0	0	0	-55.595	0	1194.1	-37.628	-22.818	-22.834
-60	0	0	0	0	0	0	0	0	0	0	-55.592	0	1188.7	-37.631	-22.816	-22.83
-59	0	0	0	0	0	0	0	0	0	0	-55.589	0	1185.8	-37.631	-22.81	-22.826
-58	0	0	0	0	0	0	0	0	0	0	-55.586	0	1184.3	-37.63	-22.803	-22.823
-57	0	0	0	0	0	0	0	0	0	0	-55.582	0	1183.5	-37.629	-22.797	-22.82
-56	0	0	0	0	0	0	0	0	0	0	-55.579	0	1183	-37.626	-22.792	-22.818
-55	0	0	0	0	0	0	0	0	0	0	-55.575	0	1182.8	-37.624	-22.787	-22.816
-54	0	0	0	0	0	0	0	0	0	0	-55.571	0	1182.6	-37.622	-22.784	-22.814
-53	0	0	0	0	0	0	0	0	0	0	-55.567	0	1182.6	-37.619	-22.78	-22.812
-52	0	0	0	0	0	0	0	0	0	0	-55.564	0	1182.5	-37.616	-22.777	-22.81
-51	0	0	0	0	0	0	0	0	0	0	-55.56	0	1182.5	-37.614	-22.775	-22.808
-50	0	0	0	0	0	0	0	0	0	0	-55.556	0	1182.5	-37.611	-22.773	-22.806
-49	0	0	0	0	0	0	0	0	0	0	-55.553	0	1182.5	-37.608	-22.771	-22.805
-48	0	0	0	0	0	0	0	0	0	0	-55.55	0	1182.5	-37.606	-22.769	-22.803
-47	0	0	0	0	0	0	0	0	0	0	-55.546	0	1182.5	-37.603	-22.767	-22.801
-46	0	0	0	0	0	0	0	0	0	0	-55.543	0	1182.5	-37.601	-22.765	-22.8
-45	0	0	0	0	0	0	0	0	0	0	-55.54	0	1182.5	-37.599	-22.764	-22.798
-44	0	0	0	0	0	0	0	0	0	0	-55.537	0	1182.5	-37.596	-22.762	-22.797
-43	0	0	0	0	0	0	0	0	0	0	-55.534	0	1182.5	-37.594	-22.761	-22.795
-42	0	0	0	0	0	0	0	0	0	0	-55.531	0	1182.5	-37.592	-22.759	-22.794
-41	0	0	0	0	0	0	0	0	0	0	-55.528	0	1182.5	-37.59	-22.758	-22.793
-40	0	0	0	0	0	0	0	0	0	0	-55.525	0	1182.5	-37.588	-22.757	-22.791
-39	0	0	0	0	0	0	0	0	0	0	-55.523	0	1182.5	-37.586	-22.755	-22.79
-38	0	0	0	0	0	0	0	0	0	0	-55.52	0	1182.5	-37.584	-22.754	-22.789
-37	0	0	0	0	0	0	0	0	0	0	-55.518	0	1182.5	-37.582	-22.753	-22.788
