;LAP Innertank Orifice Flow Mdot (lbm/s)
#I=-65,-1,1; C:\0_afc_work\Two_Stage_Launch_Vehicle_Multi_Cavity_Prelaunch_Purge_Analysis_using_VISSIM\VISSIM\vent_g4c1_mod_f.vsm C:\0_afc_work\Two_Stage_Launch_Vehicle_Multi_Cavity_Prelaunch_Purge_Analysis_using_VISSIM\VISSIM\vent_g4c1_mod_f.vsm @ Sun Oct 28 15:06:03 2018
-65	0	0	0	0	0	0	0	0	0	0	0	0	0
-64	-4.0112	0	0	0	0	0	0	0	0.52943	0	2.2921	0.57214	0.57134
-63	-3.995	0	0	0	0	0	0	0	0.54413	0	2.2936	0.57057	0.57111
-62	-3.99	0	0	0	0	0	0	0	0.54821	0	2.294	0.5706	0.57166
-61	-3.9882	0	0	0	0	0	0	0	0.54938	0	2.2941	0.57107	0.57212
-60	-3.9875	0	0	0	0	0	0	0	0.54972	0	2.2943	0.57161	0.57245
-59	-3.9873	0	0	0	0	0	0	0	0.54982	0	2.2944	0.5721	0.57268
-58	-3.9872	0	0	0	0	0	0	0	0.54985	0	2.2945	0.57251	0.57284
-57	-3.9873	0	0	0	0	0	0	0	0.54986	0	2.2947	0.57284	0.57296
-56	-3.9875	0	0	0	0	0	0	0	0.54986	0	2.2948	0.57309	0.57304
-55	-3.9878	0	0	0	0	0	0	0	0.54986	0	2.295	0.57329	0.57311
-54	-3.9881	0	0	0	0	0	0	0	0.54986	0	2.2951	0.57344	0.57317
-53	-3.9883	0	0	0	0	0	0	0	0.54986	0	2.2953	0.57356	0.57322
-52	-3.9887	0	0	0	0	0	0	0	0.54986	0	2.2955	0.57365	0.57326
-51	-3.989	0	0	0	0	0	0	0	0.54986	0	2.2956	0.57372	0.5733
-50	-3.9893	0	0	0	0	0	0	0	0.54986	0	2.2958	0.57378	0.57333
-49	-3.9896	0	0	0	0	0	0	0	0.54986	0	2.2959	0.57384	0.57337
-48	-3.9899	0	0	0	0	0	0	0	0.54986	0	2.2961	0.57388	0.5734
-47	-3.9902	0	0	0	0	0	0	0	0.54986	0	2.2962	0.57392	0.57343
-46	-3.9905	0	0	0	0	0	0	0	0.54986	0	2.2964	0.57396	0.57346
-45	-3.9908	0	0	0	0	0	0	0	0.54986	0	2.2965	0.57399	0.57349
-44	-3.991	0	0	0	0	0	0	0	0.54986	0	2.2966	0.57402	0.57352
-43	-3.9913	0	0	0	0	0	0	0	0.54986	0	2.2968	0.57405	0.57355
-42	-3.9916	0	0	0	0	0	0	0	0.54986	0	2.2969	0.57408	0.57357
-41	-3.9918	0	0	0	0	0	0	0	0.54986	0	2.297	0.57411	0.5736
-40	-3.9921	0	0	0	0	0	0	0	0.54986	0	2.2971	0.57413	0.57363
-39	-3.9923	0	0	0	0	0	0	0	0.54986	0	2.2972	0.57416	0.57365
-38	-3.9925	0	0	0	0	0	0	0	0.54986	0	2.2974	0.57418	0.57367
-37	-3.9928	0	0	0	0	0	0	0	0.54986	0	2.2975	0.57421	0.5737
-36	-3.993	0	0	0	0	0	0	0	0.54986	0	2.2976	0.57423	0.57372
-35	-3.9932	0	0	0	0	0	0	0	0.54986	0	2.2977	0.57425	0.57374
-34	-3.9934	0	0	0	0	0	0	0	0.54986	0	2.2978	0.57427	0.57376
-33	-3.9936	0	0	0	0	0	0	0	0.54986	0	2.2979	0.57429	0.57378
-32	-3.9938	0	0	0	0	0	0	0	0.54986	0	2.298	0.57431	0.5738
-31	-3.994	0	0	0	0	0	0	0	0.54986	0	2.298	0.57433	0.57382
-30	-3.9942	0	0	0	0	0	0	0	0.54986	0	2.2981	0.57435	0.57384
-29	-3.9944	0	0	0	0	0	0	0	0.54986	0	2.2982	0.57437	0.57386
-28	-3.9945	0	0	0	0	0	0	0	0.54986	0	2.2983	0.57439	0.57388
-27	-3.9947	0	0	0	0	0	0	0	0.54986	0	2.2984	0.57441	0.5739
-26	-3.9949	0	0	0	0	0	0	0	0.54986	0	2.2985	0.57442	0.57391
-25	-3.995	0	0	0	0	0	0	0	0.54986	0	2.2985	0.57444	0.57393
-24	-3.9952	0	0	0	0	0	0	0	0.54986	0	2.2986	0.57445	0.57394
-23	-3.9953	0	0	0	0	0	0	0	0.54986	0	2.2987	0.57447	0.57396
-22	-3.9955	0	0	0	0	0	0	0	0.54986	0	2.2988	0.57449	0.57397
-21	-3.9956	0	0	0	0	0	0	0	0.54986	0	2.2988	0.5745	0.57399
-20	-3.9958	0	0	0	0	0	0	0	0.54986	0	2.2989	0.57451	0.574
