;OV Fwd Body Orifice Flow Temperatures (R)
#I=-65,-1,1; C:\0_afc_work\Two_Stage_Launch_Vehicle_Multi_Cavity_Prelaunch_Purge_Analysis_using_VISSIM\VISSIM\vent_g4c1_mod_f.vsm C:\0_afc_work\Two_Stage_Launch_Vehicle_Multi_Cavity_Prelaunch_Purge_Analysis_using_VISSIM\VISSIM\vent_g4c1_mod_f.vsm @ Sun Oct 28 15:06:03 2018
-65	582.29	580	525	580	580	580
-64	581.14	684.37	581.14	582.42	594.38	594.38
-63	581.92	639.1	581.92	583.57	596.98	596.98
-62	582.48	614.93	582.48	584.33	595.16	595.16
-61	582.85	601.12	582.85	584.94	592.68	592.68
-60	583.09	592.94	583.09	585.5	590.39	590.39
-59	583.24	588	583.24	586.02	588.47	588.47
-58	583.33	584.96	583.33	586.53	586.92	586.92
-57	583.38	583.09	583.38	587.02	585.69	585.69
-56	583.4	581.93	583.4	587.51	584.7	584.7
-55	583.39	581.2	583.39	587.98	583.92	583.92
-54	583.37	580.75	583.37	588.45	583.29	583.29
-53	583.35	580.47	583.35	588.91	582.79	582.79
-52	583.31	580.29	583.31	589.35	582.39	582.39
-51	583.27	580.18	583.27	589.79	582.07	582.07
-50	583.22	580.11	583.22	590.23	581.81	581.81
-49	583.17	580.07	583.17	590.65	581.6	581.6
-48	583.12	580.04	583.12	591.06	581.43	581.43
-47	583.07	580.03	583.07	591.47	581.3	581.3
-46	583.02	580.02	583.02	591.87	581.18	581.18
-45	582.97	580.01	582.97	592.26	581.09	581.09
-44	582.91	580.01	582.91	592.65	581.01	581.01
-43	582.86	580	582.86	593.02	580.95	580.95
-42	582.81	580	582.81	593.4	580.9	580.9
-41	582.76	580	582.76	593.76	580.85	580.85
-40	582.71	580	582.71	594.12	580.81	580.81
-39	582.66	580	582.66	594.47	580.78	580.78
-38	582.61	580	582.61	594.81	580.75	580.75
-37	582.56	580	582.56	595.15	580.72	580.72
-36	582.51	580	582.51	595.48	580.7	580.7
-35	582.46	580	582.46	595.8	580.68	580.68
-34	582.41	580	582.41	596.12	580.66	580.66
-33	582.37	580	582.37	596.44	580.64	580.64
-32	582.32	580	582.32	596.74	580.63	580.63
-31	582.28	580	582.28	597.05	580.61	580.61
-30	582.24	580	582.24	597.34	580.6	580.6
-29	582.19	580	582.19	597.63	580.58	580.58
-28	582.15	580	582.15	597.92	580.57	580.57
-27	582.11	580	582.11	598.2	580.56	580.56
-26	582.07	580	582.07	598.48	580.55	580.55
-25	582.03	580	582.03	598.75	580.54	580.54
-24	581.99	580	581.99	599.01	580.53	580.53
-23	581.95	580	581.95	599.28	580.51	580.51
-22	581.92	580	581.92	599.53	580.5	580.5
-21	581.88	580	581.88	599.78	580.49	580.49
-20	581.84	580	581.84	600.03	580.48	580.48
-19	581.81	580	581.81	600.28	580.48	580.48
-18	581.77	580	581.77	600.51	580.47	580.47
-17	581.74	580	581.74	600.75	580.46	580.46
-16	581.71	580	581.71	600.98	580.45	580.45
-15	581.67	580	581.67	601.21	580.44	580.44
-14	581.64	580	581.64	601.43	580.43	580.43
-13	581.61	580	581.61	601.65	580.42	580.42
-12	581.58	580	581.58	601.86	580.41	580.41
-11	581.55	580	581.55	602.08	580.41	580.41
-10	581.52	580	581.52	602.28	580.4	580.4
-9	581.49	580	581.49	602.49	580.39	580.39
-8	581.46	580	581.46	602.69	580.38	580.38
-7	581.43	580	581.43	602.89	580.38	580.38
-6	581.41	580	581.41	603.08	580.37	580.37
-5	581.38	580	581.38	603.27	580.36	580.36
-4	581.35	580	581.35	603.46	580.35	580.35
-3	581.33	580	581.33	603.64	580.35	580.35
-2	581.3	580	581.3	603.82	580.34	580.34
-1.001	581.27	580	581.27	604	580.39	580.39
