;LAP Aft Skirt Orifice Flow Mdot (lbm/s)
#I=-65,-1,1; C:\0_afc_work\Two_Stage_Launch_Vehicle_Multi_Cavity_Prelaunch_Purge_Analysis_using_VISSIM\VISSIM\vent_g4c1_mod_f.vsm C:\0_afc_work\Two_Stage_Launch_Vehicle_Multi_Cavity_Prelaunch_Purge_Analysis_using_VISSIM\VISSIM\vent_g4c1_mod_f.vsm @ Sun Oct 28 15:06:03 2018
-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-64	0	0	0	0	0	0	0	0	0	0	-0.0042594	0	0.19287	-2.2921	-0.43354	-0.4357
-63	0	0	0	0	0	0	0	0	0	0	-0.0042398	0	0.19961	-2.2936	-0.43619	-0.43732
-62	0	0	0	0	0	0	0	0	0	0	-0.0042338	0	0.20299	-2.294	-0.43688	-0.43741
-61	0	0	0	0	0	0	0	0	0	0	-0.0042317	0	0.20476	-2.2941	-0.437	-0.43731
-60	0	0	0	0	0	0	0	0	0	0	-0.0042308	0	0.20569	-2.2943	-0.43695	-0.43722
-59	0	0	0	0	0	0	0	0	0	0	-0.0042305	0	0.2062	-2.2944	-0.43686	-0.43717
-58	0	0	0	0	0	0	0	0	0	0	-0.0042304	0	0.20647	-2.2945	-0.43677	-0.43715
-57	0	0	0	0	0	0	0	0	0	0	-0.0042305	0	0.20661	-2.2947	-0.4367	-0.43714
-56	0	0	0	0	0	0	0	0	0	0	-0.0042307	0	0.20669	-2.2948	-0.43665	-0.43715
-55	0	0	0	0	0	0	0	0	0	0	-0.004231	0	0.20673	-2.295	-0.43662	-0.43716
-54	0	0	0	0	0	0	0	0	0	0	-0.0042313	0	0.20675	-2.2951	-0.43661	-0.43718
-53	0	0	0	0	0	0	0	0	0	0	-0.0042316	0	0.20677	-2.2953	-0.43661	-0.43721
-52	0	0	0	0	0	0	0	0	0	0	-0.004232	0	0.20677	-2.2955	-0.43661	-0.43723
-51	0	0	0	0	0	0	0	0	0	0	-0.0042323	0	0.20678	-2.2956	-0.43663	-0.43726
-50	0	0	0	0	0	0	0	0	0	0	-0.0042327	0	0.20678	-2.2958	-0.43664	-0.43729
-49	0	0	0	0	0	0	0	0	0	0	-0.004233	0	0.20678	-2.2959	-0.43666	-0.43731
-48	0	0	0	0	0	0	0	0	0	0	-0.0042333	0	0.20678	-2.2961	-0.43668	-0.43734
-47	0	0	0	0	0	0	0	0	0	0	-0.0042337	0	0.20678	-2.2962	-0.43671	-0.43737
