;LAP Innertank Orifice Flow Temperatures (R)
#I=-65,-1,1; C:\0_afc_work\Two_Stage_Launch_Vehicle_Multi_Cavity_Prelaunch_Purge_Analysis_using_VISSIM\VISSIM\vent_g4c1_mod_f.vsm C:\0_afc_work\Two_Stage_Launch_Vehicle_Multi_Cavity_Prelaunch_Purge_Analysis_using_VISSIM\VISSIM\vent_g4c1_mod_f.vsm @ Sun Oct 28 15:06:03 2018
-65	550.35	580	580	580	580	580	580	580	580	580	580	580	580
-64	582.01	582.01	582.01	582.01	582.01	582.01	582.01	582.01	624.73	580.73	580.73	580.73	580.73
-63	582.64	582.64	582.64	582.64	582.64	582.64	582.64	582.64	592.07	581.38	581.38	581.38	581.38
-62	582.86	582.86	582.86	582.86	582.86	582.86	582.86	582.86	583.45	581.99	581.99	581.99	581.99
-61	582.94	582.94	582.94	582.94	582.94	582.94	582.94	582.94	581	582.61	582.61	582.61	582.61
-60	582.95	582.95	582.95	582.95	582.95	582.95	582.95	582.95	580.29	583.21	583.21	583.21	583.21
-59	582.92	582.92	582.92	582.92	582.92	582.92	582.92	582.92	580.09	583.82	583.82	583.82	583.82
-58	582.87	582.87	582.87	582.87	582.87	582.87	582.87	582.87	580.02	584.42	584.42	584.42	584.42
-57	582.81	582.81	582.81	582.81	582.81	582.81	582.81	582.81	580.01	585.02	585.02	585.02	585.02
-56	582.74	582.74	582.74	582.74	582.74	582.74	582.74	582.74	580	585.62	585.62	585.62	585.62
-55	582.66	582.66	582.66	582.66	582.66	582.66	582.66	582.66	580	586.21	586.21	586.21	586.21
-54	582.58	582.58	582.58	582.58	582.58	582.58	582.58	582.58	580	586.8	586.8	586.8	586.8
-53	582.5	582.5	582.5	582.5	582.5	582.5	582.5	582.5	580	587.39	587.39	587.39	587.39
-52	582.41	582.41	582.41	582.41	582.41	582.41	582.41	582.41	580	587.98	587.98	587.98	587.98
-51	582.33	582.33	582.33	582.33	582.33	582.33	582.33	582.33	580	588.56	588.56	588.56	588.56
-50	582.25	582.25	582.25	582.25	582.25	582.25	582.25	582.25	580	589.14	589.14	589.14	589.14
-49	582.17	582.17	582.17	582.17	582.17	582.17	582.17	582.17	580	589.72	589.72	589.72	589.72
-48	582.1	582.1	582.1	582.1	582.1	582.1	582.1	582.1	580	590.3	590.3	590.3	590.3
-47	582.02	582.02	582.02	582.02	582.02	582.02	582.02	582.02	580	590.88	590.88	590.88	590.88
-46	581.95	581.95	581.95	581.95	581.95	581.95	581.95	581.95	580	591.45	591.45	591.45	591.45
-45	581.88	581.88	581.88	581.88	581.88	581.88	581.88	581.88	580	592.02	592.02	592.02	592.02
-44	581.81	581.81	581.81	581.81	581.81	581.81	581.81	581.81	580	592.59	592.59	592.59	592.59
-43	581.74	581.74	581.74	581.74	581.74	581.74	581.74	581.74	580	593.15	593.15	593.15	593.15
-42	581.68	581.68	581.68	581.68	581.68	581.68	581.68	581.68	580	593.71	593.71	593.71	593.71
-41	581.61	581.61	581.61	581.61	581.61	581.61	581.61	581.61	580	594.27	594.27	594.27	594.27
-40	581.55	581.55	581.55	581.55	581.55	581.55	581.55	581.55	580	594.83	594.83	594.83	594.83
-39	581.49	581.49	581.49	581.49	581.49	581.49	581.49	581.49	580	595.39	595.39	595.39	595.39
-38	581.43	581.43	581.43	581.43	581.43	581.43	581.43	581.43	580	595.94	595.94	595.94	595.94
-37	581.38	581.38	581.38	581.38	581.38	581.38	581.38	581.38	580	596.49	596.49	596.49	596.49
-36	581.32	581.32	581.32	581.32	581.32	581.32	581.32	581.32	580	597.04	597.04	597.04	597.04
-35	581.27	581.27	581.27	581.27	581.27	581.27	581.27	581.27	580	597.59	597.59	597.59	597.59
-34	581.22	581.22	581.22	581.22	581.22	581.22	581.22	581.22	580	598.14	598.14	598.14	598.14
-33	581.17	581.17	581.17	581.17	581.17	581.17	581.17	581.17	580	598.68	598.68	598.68	598.68
-32	581.12	581.12	581.12	581.12	581.12	581.12	581.12	581.12	580	599.22	599.22	599.22	599.22
-31	581.07	581.07	581.07	581.07	581.07	581.07	581.07	581.07	580	599.76	599.76	599.76	599.76
-30	581.02	581.02	581.02	581.02	581.02	581.02	581.02	581.02	580	600.29	600.29	600.29	600.29
-29	580.98	580.98	580.98	580.98	580.98	580.98	580.98	580.98	580	600.83	600.83	600.83	600.83
-28	580.93	580.93	580.93	580.93	580.93	580.93	580.93	580.93	580	601.36	601.36	601.36	601.36
-27	580.89	580.89	580.89	580.89	580.89	580.89	580.89	580.89	580	601.89	601.89	601.89	601.89
-26	580.85	580.85	580.85	580.85	580.85	580.85	580.85	580.85	580	602.42	602.42	602.42	602.42
-25	580.81	580.81	580.81	580.81	580.81	580.81	580.81	580.81	580	602.94	602.94	602.94	602.94
-24	580.77	580.77	580.77	580.77	580.77	580.77	580.77	580.77	580	603.46	603.46	603.46	603.46
-23	580.74	580.74	580.74	580.74	580.74	580.74	580.74	580.74	580	603.99	603.99	603.99	603.99
-22	580.7	580.7	580.7	580.7	580.7	580.7	580.7	580.7	580	604.5	604.5	604.5	604.5
-21	580.66	580.66	580.66	580.66	580.66	580.66	580.66	580.66	580	605.02	605.02	605.02	605.02
-20	580.63	580.63	580.63	580.63	580.63	580.63	580.63	580.63	580	605.54	605.54	605.54	605.54
-19	580.6	580.6	580.6	580.6	580.6	580.6	580.6	580.6	580	606.05	606.05	606.05	606.05
-18	580.56	580.56	580.56	580.56	580.56	580.56	580.56	580.56	580	606.56	606.56	606.56	606.56
-17	580.53	580.53	580.53	580.53	580.53	580.53	580.53	580.53	580	607.07	607.07	607.07	607.07
-16	580.5	580.5	580.5	580.5	580.5	580.5	580.5	580.5	580	607.58	607.58	607.58	607.58
-15	580.47	580.47	580.47	580.47	580.47	580.47	580.47	580.47	580	608.08	608.08	608.08	608.08
-14	580.44	580.44	580.44	580.44	580.44	580.44	580.44	580.44	580	608.58	608.58	608.58	608.58
-13	580.41	580.41	580.41	580.41	580.41	580.41	580.41	580.41	580	609.08	609.08	609.08	609.08
-12	580.39	580.39	580.39	580.39	580.39	580.39	580.39	580.39	580	609.58	609.58	609.58	609.58
-11	580.36	580.36	580.36	580.36	580.36	580.36	580.36	580.36	580	610.08	610.08	610.08	610.08
-10	580.33	580.33	580.33	580.33	580.33	580.33	580.33	580.33	580	610.57	610.57	610.57	610.57
-9	580.31	580.31	580.31	580.31	580.31	580.31	580.31	580.31	580	611.07	611.07	611.07	611.07
-8	580.29	580.29	580.29	580.29	580.29	580.29	580.29	580.29	580	611.56	611.56	611.56	611.56
-7	580.26	580.26	580.26	580.26	580.26	580.26	580.26	580.26	580	612.05	612.05	612.05	612.05
-6	580.24	580.24	580.24	580.24	580.24	580.24	580.24	580.24	580	612.53	612.53	612.53	612.53
-5	580.22	580.22	580.22	580.22	580.22	580.22	580.22	580.22	580	613.02	613.02	613.02	613.02
-4	580.19	580.19	580.19	580.19	580.19	580.19	580.19	580.19	580	613.5	613.5	613.5	613.5
-3	580.17	580.17	580.17	580.17	580.17	580.17	580.17	580.17	580	613.98	613.98	613.98	613.98
-2	580.15	580.15	580.15	580.15	580.15	580.15	580.15	580.15	580	614.46	614.46	614.46	614.46
-1.001	580.13	580.13	580.13	580.13	580.13	580.13	580.13	580.13	580	614.94	614.94	614.94	614.94
