-65	137.40
-60	137.40
-55	137.40
-50	137.40
-45	137.40
-40	137.40
-35	137.40
-30	137.40
-25	137.40
-20	137.40
-15	137.40
-10	137.40
-5	137.40
0	137.40
5	94.27
10	67.40
15	58.22
20	53.22
25	48.84
30	45.25
35	42.57
40	40.18
45	41.19
50	42.45
55	50.90
60	59.62
65	72.80
70	86.01
75	120.04
80	153.55
85	195.79
90	233.44
95	279.64
100	313.19
105	348.01
110	355.33
115	379.03
120	373.85
125	369.59
130	344.91
135	306.27
140	270.23
145	242.13
150	197.15
155	191.43
160	186.89
165	183.91
170	179.84
175	175.08
180	170.14
185	168.81
190	167.14
195	162.24
200	156.80
205	155.24
210	153.85
215	151.04
220	147.97
225	146.64
230	145.43
235	140.09
240	134.37
245	133.05
250	131.52
255	130.24
260	129.03
265	127.86
270	126.75
275	130.16
280	133.99
285	134.83
290	135.68
295	135.76
300	134.65
305	134.77
310	133.77
315	133.27
320	132.82
325	138.99
330	143.88
335	144.61
340	144.01
345	138.01
350	131.99
355	125.44
360	118.57
365	117.62
370	116.86
375	116.13
380	115.42
385	114.74
390	114.09
395	113.45
400	112.84
405	112.25
410	111.67
415	111.12
420	110.58
425	110.06
430	109.56
76030	36.17
76040	120.75
76050	124.05
76060	127.07
76070	129.82
76080	132.34
76090	134.64
76100	136.76
76110	138.70
76120	140.49
76130	142.15
76140	143.68
76150	145.09
76160	146.40
76170	147.62
76180	148.76
76190	149.82
76200	150.81
76210	151.74
76220	152.61
76230	153.43
76240	154.20
76250	154.92
76260	155.61
76270	156.26
76280	156.88
76290	157.46
76300	158.02
76310	158.55
76320	159.06
76330	159.55
76340	160.01
76350	160.46
76360	160.89
76370	161.31
76380	161.71
76390	162.62
76400	163.57
76410	164.53
76420	165.51
76430	166.51
76440	167.00
76450	167.45
76460	167.89
76470	168.31
76480	168.72
76490	170.12
76500	171.62
76510	173.15
76520	174.71
76530	176.31
76540	180.36
76550	184.66
76560	189.04
76570	193.50
76580	198.02
76590	206.68
76600	215.67
76610	224.73
76620	233.83
76630	242.93
76640	257.70
76650	272.54
76660	287.14
76670	301.46
76680	315.46
76690	343.76
76700	371.46
76710	397.89
76720	423.10
76730	447.15
76740	481.41
76750	520.13
76760	562.46
76770	609.32
76780	660.57
76790	712.76
76800	768.48
76810	826.63
76820	888.40
76830	953.07
76840	1024.71
76850	1097.49
76860	1167.12
76870	1237.29
76880	1308.25
76890	1379.17
76900	1451.03
76910	1280.44
76920	1297.44
76930	1344.49
76940	1241.95
76950	1244.12
76960	1307.37
76970	1300.91
76980	1388.21
76990	1422.29
77000	1393.56
77010	1507.48
77020	1486.66
77030	1521.70
77040	1520.96
77050	1438.24
77060	1378.75
77070	1341.64
77080	1548.27
77090	1459.11
77100	1090.19
77110	735.18
77120	455.90
77130	379.29
77140	311.94
77150	245.11
77160	191.13
77170	140.16
77180	102.12
77190	78.20
77200	64.47
77210	61.85
77220	64.12
77230	69.90
77240	78.88
77250	144.25
77260	140.60
77270	137.43
77280	213.10
77290	211.28
77300	209.46
77310	207.69
77320	205.99
77330	204.39
77170	140.16
77180	102.12
77190	78.20
77200	64.47
77210	61.85
77220	64.12
77230	69.90
77240	78.88
77250	144.25
77260	140.60
77270	137.43
77280	213.10
77290	211.28
77300	209.46
77310	207.69
77320	205.99
77330	204.39
77340	202.90
77350	201.53
77360	200.29
77370	199.17
77380	198.19
77384	197.83
77404	262.94
77424	263.45
77444	263.20
77464	262.44
77484	261.36
77504	260.08
77524	258.67
77544	257.19
77564	255.69
77584	254.18
77604	252.70
77624	251.25
77644	249.84
77664	248.48
77684	247.16
77704	245.90
77724	244.68
77744	243.52
77764	242.40
77784	241.33
77804	240.30
77824	239.33
77844	238.39
77864	237.49
77884	236.64
77904	235.82
77924	235.03
77944	234.28
77964	233.57
77984	232.88
78004	232.22
78024	231.60
78044	230.99
78064	230.42
78084	229.87
78104	229.34
78124	228.84
78144	228.35
78164	227.89
78184	227.44
78204	227.02
78224	226.61
78244	226.22
78264	225.84
78284	225.48
78304	225.14
78324	224.81
78344	224.49
78364	224.19
78384	223.90
78404	223.62
78424	223.35
78444	223.09
78464	222.84
78484	222.60
78504	222.38
78524	222.16
78544	221.95
78564	221.75
78584	221.55
78604	221.37
78624	221.19
78644	221.02
78664	220.85
78684	220.70
78704	220.54
78724	220.40
78744	220.26
78764	220.13
78784	220.00
78804	219.87
78824	219.75
78844	219.64
78864	219.53
78884	219.42
78904	219.32
78924	219.23
78944	219.13
78964	219.04
78984	218.96
79004	218.87
79024	218.79
79044	218.72
79064	218.64
79084	218.57
79104	218.50
79124	218.44
79144	218.38
79164	218.32
79184	218.26
