-65	108.14	
-60	108.14	
-55	108.14	
-50	108.14	
-45	108.14	
-40	108.14	
-35	108.14	
-30	108.14	
-25	108.14	
-20	108.14	
-15	108.14	
-10	108.14	
-5	108.14	
0	108.14	
5	83.03	
10	56.05	
15	49.70
20	46.54
25	43.34
30	40.61
35	38.46
40	36.51
45	37.75
50	39.20
55	47.36
60	55.70
65	68.69
70	81.71
75	115.46
80	148.62
85	190.39
90	227.41
95	273.00
100	305.67
105	339.78
110	345.87
115	369.01
120	362.38
125	357.09
130	330.44
135	287.82
140	248.85
145	217.83
150	167.77
155	160.83
160	155.18
165	151.85
170	147.47
175	141.60
180	135.47
185	133.66
190	131.52
195	125.38
200	118.54
205	116.44
210	114.57
215	111.51
220	108.26
225	106.52
230	104.89
235	98.13
240	90.82
245	88.99
250	86.97
255	85.22
260	83.55
265	81.95
270	80.39
275	84.61
280	89.33
285	89.59
290	89.81
295	89.66
300	88.19
305	88.09
310	86.72
315	85.94
320	85.22
325	92.14
330	97.66
335	98.31
340	97.45
345	90.33
350	83.16
355	75.35
360	67.14
365	65.83
370	64.76
375	63.72
380	62.71
385	61.73
390	60.78
395	59.86
400	58.96
405	58.09
410	57.24
415	56.42
420	55.62
425	54.84
430	54.11
76030	82.26
76040	74.27
76050	71.67
76060	69.22
76070	66.92
76080	64.75
76090	62.70
76100	60.75
76110	58.91
76120	57.16
76130	55.49
76140	53.91
76150	52.44
76160	51.05
76170	49.72
76180	48.45
76190	47.22
76200	46.05
76210	44.91
76220	43.81
76230	42.76
76240	41.74
76250	40.76
76260	39.81
76270	38.89
76280	38.01
76290	37.15
76300	36.33
76310	35.53
76320	34.75
76330	34.01
76340	33.28
76350	32.58
76360	31.91
76370	31.26
76380	30.63
76390	30.75
76400	30.99
76410	31.30
76420	31.67
76430	32.11
76440	31.87
76450	31.59
76460	31.33
76470	31.07
76480	30.82
76490	32.04
76500	33.44
76510	34.92
76520	36.50
76530	38.15
76540	43.44
76550	49.16
76560	55.07
76570	61.17
76580	67.41
76590	79.80
76600	92.56
76610	105.24
76620	117.88
76630	130.45
76640	150.64
76650	170.65
76660	190.05
76670	208.84
76680	227.03
76690	262.89
76700	297.24
76710	329.43
76720	359.67
76730	388.16
76740	427.99
76750	472.20
76760	519.76
76770	571.58
76780	627.46
76790	683.68
76800	743.05
76810	804.43
76820	869.09
76830	936.31
76840	1010.28
76850	1085.04
76860	1156.27
76870	1227.79
76880	1299.91
76890	1371.82
76900	1444.53
76910	1271.90
76920	1289.29
76930	1337.03
76940	1233.17
76950	1235.49
76960	1299.68
76970	1293.19
76980	1381.57
76990	1416.04
77000	1387.04
77010	1502.08
77020	1481.09
77030	1516.46
77040	1515.74
77050	1432.33
77060	1372.31
77070	1334.89
77080	1543.60
77090	1454.05
77100	1081.80
77110	722.41
77120	428.96
77130	351.16
77140	283.49
77150	217.74
77160	165.50
77170	117.35
77180	81.94
77190	60.95
77200	49.56
77210	49.03
77220	53.07
77230	60.33
77240	67.46
77250	118.54
77260	114.98
77270	111.96
77280	171.55
77290	168.83
77300	166.24
77310	163.81
77320	161.54
77330	159.45
77340	157.55
77350	155.83
77360	154.29
77370	152.93
77380	151.75
77384	151.33
77404	205.69
77424	204.68
77444	203.12
77464	201.21
77484	199.11
77504	196.89
77524	194.63
77544	192.38
77564	190.16
77584	187.98
77604	185.87
77624	183.83
77644	181.86
77664	179.97
77684	178.16
77704	176.42
77724	174.76
77744	173.16
77764	171.63
77784	170.17
77804	168.78
77824	167.44
77844	166.16
77864	164.94
77884	163.76
77904	162.64
77924	161.57
77944	160.54
77964	159.55
77984	158.60
78004	157.70
78024	156.83
78044	155.99
78064	155.19
78084	154.43
78104	153.69
78124	152.98
78144	152.30
78164	151.65
78184	151.03
78204	150.42
78224	149.84
78244	149.29
78264	148.75
78284	148.24
78304	147.75
78324	147.27
78344	146.81
78364	146.37
78384	145.95
78404	145.54
78424	145.15
78444	144.77
78464	144.40
78484	144.05
78504	143.71
78524	143.39
78544	143.07
78564	142.77
78584	142.48
78604	142.20
78624	141.93
78644	141.66
78664	141.41
78684	141.17
78704	140.93
78724	140.71
78744	140.49
78764	140.28
78784	140.07
78804	139.88
78824	139.69
78844	139.50
78864	139.33
78884	139.16
78904	138.99
78924	138.83
78944	138.68
78964	138.53
78984	138.38
79004	138.24
79024	138.11
79044	137.98
79064	137.85
79084	137.73
79104	137.61
79124	137.50
79144	137.39
79164	137.28
79184	137.17
