;LAP Interstage Orifice Flow Temperatures (R)
#I=-65,-1,1; C:\0_afc_work\Two_Stage_Launch_Vehicle_Multi_Cavity_Prelaunch_Purge_Analysis_using_VISSIM\VISSIM\vent_g4c1_mod_f.vsm C:\0_afc_work\Two_Stage_Launch_Vehicle_Multi_Cavity_Prelaunch_Purge_Analysis_using_VISSIM\VISSIM\vent_g4c1_mod_f.vsm @ Sun Oct 28 15:06:03 2018
-65	521.21	552.8	552.31	580	580	580	580	580	580
-64	580.73	580.73	580.73	607	580.84	580.73	580.73	580.73	580.73
-63	581.38	581.38	581.38	584.54	581.55	581.38	581.38	581.38	581.38
-62	581.99	581.99	581.99	580.8	582.2	581.99	581.99	581.99	581.99
-61	582.61	582.61	582.61	580.14	582.83	582.61	582.61	582.61	582.61
-60	583.21	583.21	583.21	580.03	583.44	583.21	583.21	583.21	583.21
-59	583.82	583.82	583.82	580	584.05	583.82	583.82	583.82	583.82
-58	584.42	584.42	584.42	580	584.66	584.42	584.42	584.42	584.42
-57	585.02	585.02	585.02	580	585.26	585.02	585.02	585.02	585.02
-56	585.62	585.62	585.62	580	585.85	585.62	585.62	585.62	585.62
-55	586.21	586.21	586.21	580	586.45	586.21	586.21	586.21	586.21
-54	586.8	586.8	586.8	580	587.04	586.8	586.8	586.8	586.8
-53	587.39	587.39	587.39	580	587.63	587.39	587.39	587.39	587.39
-52	587.98	587.98	587.98	580	588.21	587.98	587.98	587.98	587.98
-51	588.56	588.56	588.56	580	588.79	588.56	588.56	588.56	588.56
-50	589.14	589.14	589.14	580	589.36	589.14	589.14	589.14	589.14
-49	589.72	589.72	589.72	580	589.94	589.72	589.72	589.72	589.72
-48	590.3	590.3	590.3	580	590.51	590.3	590.3	590.3	590.3
-47	590.88	590.88	590.88	580	591.07	590.88	590.88	590.88	590.88
-46	591.45	591.45	591.45	580	591.64	591.45	591.45	591.45	591.45
-45	592.02	592.02	592.02	580	592.19	592.02	592.02	592.02	592.02
-44	592.59	592.59	592.59	580	592.75	592.59	592.59	592.59	592.59
-43	593.15	593.15	593.15	580	593.3	593.15	593.15	593.15	593.15
-42	593.71	593.71	593.71	580	593.85	593.71	593.71	593.71	593.71
-41	594.27	594.27	594.27	580	594.4	594.27	594.27	594.27	594.27
-40	594.83	594.83	594.83	580	594.94	594.83	594.83	594.83	594.83
-39	595.39	595.39	595.39	580	595.48	595.39	595.39	595.39	595.39
-38	595.94	595.94	595.94	580	596.02	595.94	595.94	595.94	595.94
-37	596.49	596.49	596.49	580	596.55	596.49	596.49	596.49	596.49
-36	597.04	597.04	597.04	580	597.08	597.04	597.04	597.04	597.04
-35	597.59	597.59	597.59	580	597.61	597.59	597.59	597.59	597.59
-34	598.14	598.14	598.14	580	598.13	598.14	598.14	598.14	598.14
-33	598.68	598.68	598.68	580	598.65	598.68	598.68	598.68	598.68
-32	599.22	599.22	599.22	580	599.17	599.22	599.22	599.22	599.22
-31	599.76	599.76	599.76	580	599.68	599.76	599.76	599.76	599.76
-30	600.29	600.29	600.29	580	600.19	600.29	600.29	600.29	600.29
-29	600.83	600.83	600.83	580	600.7	600.83	600.83	600.83	600.83
-28	601.36	601.36	601.36	580	601.2	601.36	601.36	601.36	601.36
-27	601.89	601.89	601.89	580	601.71	601.89	601.89	601.89	601.89
-26	602.42	602.42	602.42	580	602.2	602.42	602.42	602.42	602.42
-25	602.94	602.94	602.94	580	602.7	602.94	602.94	602.94	602.94
-24	603.46	603.46	603.46	580	603.19	603.46	603.46	603.46	603.46
-23	603.99	603.99	603.99	580	603.68	603.99	603.99	603.99	603.99
-22	604.5	604.5	604.5	580	604.17	604.5	604.5	604.5	604.5
-21	605.02	605.02	605.02	580	604.65	605.02	605.02	605.02	605.02
-20	605.54	605.54	605.54	580	605.14	605.54	605.54	605.54	605.54
-19	606.05	606.05	606.05	580	605.61	606.05	606.05	606.05	606.05
-18	606.56	606.56	606.56	580	606.09	606.56	606.56	606.56	606.56
-17	607.07	607.07	607.07	580	606.56	607.07	607.07	607.07	607.07
-16	607.58	607.58	607.58	580	607.03	607.58	607.58	607.58	607.58
-15	608.08	608.08	608.08	580	607.5	608.08	608.08	608.08	608.08
-14	608.58	608.58	608.58	580	607.97	608.58	608.58	608.58	608.58
-13	609.08	609.08	609.08	580	608.43	609.08	609.08	609.08	609.08
-12	609.58	609.58	609.58	580	608.89	609.58	609.58	609.58	609.58
-11	610.08	610.08	610.08	580	609.34	610.08	610.08	610.08	610.08
-10	610.57	610.57	610.57	580	609.8	610.57	610.57	610.57	610.57
-9	611.07	611.07	611.07	580	610.25	611.07	611.07	611.07	611.07
-8	611.56	611.56	611.56	580	610.7	611.56	611.56	611.56	611.56
-7	612.05	612.05	612.05	580	611.14	612.05	612.05	612.05	612.05
-6	612.53	612.53	612.53	580	611.59	612.53	612.53	612.53	612.53
-5	613.02	613.02	613.02	580	612.03	613.02	613.02	613.02	613.02
-4	613.5	613.5	613.5	580	612.47	613.5	613.5	613.5	613.5
-3	613.98	613.98	613.98	580	612.9	613.98	613.98	613.98	613.98
-2	614.46	614.46	614.46	580	613.34	614.46	614.46	614.46	614.46
-1.001	614.94	614.94	614.94	580	613.77	614.94	614.94	614.94	614.94
