;LAP Left System Tunnel Orifice Flow Temperatures (R)
#I=-65,-1,1; C:\0_afc_work\Two_Stage_Launch_Vehicle_Multi_Cavity_Prelaunch_Purge_Analysis_using_VISSIM\VISSIM\vent_g4c1_mod_f.vsm C:\0_afc_work\Two_Stage_Launch_Vehicle_Multi_Cavity_Prelaunch_Purge_Analysis_using_VISSIM\VISSIM\vent_g4c1_mod_f.vsm @ Sun Oct 28 15:06:03 2018
-65	580	580	580	580	580	580	580
-64	581.87	586.8	580.73	666.47	586.8	624.73	607
-63	582.5	587.78	581.38	622.33	587.78	592.07	584.54
-62	582.72	587.19	581.99	601.8	587.19	583.45	580.8
-61	582.79	586.24	582.61	591.5	586.24	581	580.14
-60	582.8	585.31	583.21	586.14	585.31	580.29	580.03
-59	582.78	584.52	583.82	583.3	584.52	580.09	580
-58	582.73	583.88	584.42	581.78	583.88	580.02	580
-57	582.66	583.38	585.02	580.96	583.38	580.01	580
-56	582.59	582.99	585.62	580.52	582.99	580	580
-55	582.52	582.69	586.21	580.28	582.69	580	580
-54	582.44	582.46	586.8	580.15	582.46	580	580
-53	582.35	582.27	587.39	580.08	582.27	580	580
-52	582.27	582.12	587.98	580.04	582.12	580	580
-51	582.19	581.99	588.56	580.02	581.99	580	580
-50	582.11	581.89	589.14	580.01	581.89	580	580
-49	582.03	581.79	589.72	580.01	581.79	580	580
-48	581.96	581.71	590.3	580	581.71	580	580
-47	581.88	581.64	590.88	580	581.64	580	580
-46	581.81	581.57	591.45	580	581.57	580	580
-45	581.74	581.5	592.02	580	581.5	580	580
-44	581.67	581.44	592.59	580	581.44	580	580
-43	581.6	581.38	593.15	580	581.38	580	580
-42	581.53	581.32	593.71	580	581.32	580	580
-41	581.47	581.27	594.27	580	581.27	580	580
-40	581.41	581.22	594.83	580	581.22	580	580
-39	581.35	581.17	595.39	580	581.17	580	580
-38	581.29	581.12	595.94	580	581.12	580	580
-37	581.23	581.07	596.49	580	581.07	580	580
-36	581.18	581.02	597.04	580	581.02	580	580
-35	581.13	580.98	597.59	580	580.98	580	580
-34	581.07	580.94	598.14	580	580.94	580	580
-33	581.02	580.9	598.68	580	580.9	580	580
-32	580.98	580.86	599.22	580	580.86	580	580
-31	580.93	580.82	599.76	580	580.82	580	580
-30	580.88	580.78	600.29	580	580.78	580	580
-29	580.84	580.74	600.83	580	580.74	580	580
-28	580.79	580.7	601.36	580	580.7	580	580
-27	580.75	580.67	601.89	580	580.67	580	580
-26	580.71	580.64	602.42	580	580.64	580	580
-25	580.67	580.6	602.94	580	580.6	580	580
-24	580.63	580.57	603.46	580	580.57	580	580
-23	580.59	580.54	603.99	580	580.54	580	580
-22	580.56	580.51	604.5	580	580.51	580	580
-21	580.52	580.48	605.02	580	580.48	580	580
-20	580.49	580.45	605.54	580	580.45	580	580
-19	580.46	580.42	606.05	580	580.42	580	580
-18	580.42	580.4	606.56	580	580.4	580	580
-17	580.39	580.37	607.07	580	580.37	580	580
-16	580.36	580.34	607.58	580	580.34	580	580
-15	580.33	580.32	608.08	580	580.32	580	580
-14	580.3	580.3	608.58	580	580.3	580	580
-13	580.27	580.27	609.08	580	580.27	580	580
-12	580.25	580.25	609.58	580	580.25	580	580
-11	580.22	580.23	610.08	580	580.23	580	580
-10	580.19	580.21	610.57	580	580.21	580	580
-9	580.17	580.19	611.07	580	580.19	580	580
-8	580.15	580.17	611.56	580	580.17	580	580
-7	580.12	580.15	612.05	580	580.15	580	580
-6	580.1	580.13	612.53	580	580.13	580	580
-5	580.08	580.11	613.02	580	580.11	580	580
-4	580.05	580.09	613.5	580	580.09	580	580
-3	580.03	580.07	613.98	580	580.07	580	580
-2	580.01	580.06	614.46	580	580.06	580	580
-1.001	579.99	580.04	614.94	580	580.04	580	580
